job_male,job_female,similarity,img_similarity,text_similarity,job_male_ratio,job_female_ratio
Facilities manager,First-line supervisor of office and administrative support workers,0.8134328358208955,0.9521484375,0.83203125,23.4,65.8
Facilities manager,Advertising sales agent,0.8133888730134307,0.9345703125,0.85107421875,23.4,52.7
Software developer,Insurance claims and policy processing clerk,0.8132386667545923,0.97265625,0.8095703125,20.2,80.1
Software developer,Administrative services manager,0.8131214326013526,0.92578125,0.8603515625,20.2,74.0
Database administrator,Administrative services manager,0.8127587394397673,0.9443359375,0.83984375,30.8,74.0
Information security analyst,Insurance underwriter,0.8121249422988153,0.919921875,0.86572265625,19.3,56.9
Web developer,Training and development specialist,0.812015035280153,0.94140625,0.84228515625,19.4,56.7
Management analyst,Graphic designer,0.8117347723825643,0.94384765625,0.83935546875,46.6,54.7
Financial and investment analyst,Social and community service manager,0.811648678551279,0.92578125,0.85888671875,43.9,71.7
Facilities manager,Entertainment and recreation manager,0.8115497622344829,0.9189453125,0.8662109375,23.4,50.1
Training and development manager,Receptionist,0.8115112947779513,0.95263671875,0.82958984375,48.0,89.1
Postsecondary teacher,Human resources worker,0.8113281164135142,0.94482421875,0.837890625,46.6,76.5
Training and development manager,Executive secretary,0.8110313674631262,0.92431640625,0.85986328125,48.0,90.0
First-line supervisor of non-retail sales workers,Social and community service manager,0.8109049743916646,0.9228515625,0.861328125,35.9,71.7
Information security analyst,Accountant,0.8107657588346926,0.9326171875,0.8505859375,19.3,57.0
Web developer,Advertising sales agent,0.8104177199422622,0.95703125,0.82373046875,19.4,52.7
Purchasing manager,Loan interviewer,0.8102620183324907,0.94384765625,0.837890625,47.7,76.9
Project management specialist,Billing and posting clerk,0.8099671011657471,0.9404296875,0.84130859375,47.3,91.4
Postsecondary teacher,Public relations specialist,0.8098150631232643,0.96142578125,0.818359375,46.6,76.2
Purchasing manager,Billing and posting clerk,0.8097985770704651,0.9384765625,0.84326171875,47.7,91.4
Cost estimator,Public relations manager,0.8097472871284226,0.9833984375,0.79443359375,17.7,66.4
Training and development manager,Customer service representative,0.8096959971863803,0.8974609375,0.8876953125,48.0,65.3
First-line supervisor of non-retail sales workers,Public relations manager,0.8095604451966969,0.94140625,0.83984375,35.9,66.4
First-line supervisor of non-retail sales workers,Public relations specialist,0.8095604451966969,0.94140625,0.83984375,35.9,76.2
Project management specialist,Supervisor of personal care and service workers,0.8094193978560804,0.93408203125,0.84765625,47.3,65.8
Computer support specialist,Customer service representative,0.809333304024795,0.916015625,0.8671875,26.2,65.3
Software developer,Customer service representative,0.8092636962463089,0.9208984375,0.86181640625,20.2,65.3
Chemists and materials scientist,Biological scientist,0.8089742744304984,0.96875,0.8095703125,36.0,55.0
Database administrator,Marketing specialist,0.8088167410370827,0.9384765625,0.84228515625,30.8,61.7
Database administrator,Human resources manager,0.8087031704511316,0.92578125,0.85595703125,30.8,76.5
Project management specialist,Loan officer,0.8086921797492654,0.9541015625,0.8251953125,47.3,51.6
Management analyst,Social and human service assistant,0.8086445533745119,0.90234375,0.88134765625,46.6,75.3
Surgeon,Medical scientist,0.8081005136321339,0.93017578125,0.8505859375,20.0,51.8
Operation manager,Insurance underwriter,0.8068695550231171,0.96142578125,0.8154296875,37.1,56.9
Industrial production manager,Insurance claims and policy processing clerk,0.8066570681203702,0.94189453125,0.83642578125,19.1,80.1
Postsecondary teacher,Social and community service manager,0.8065599835872186,0.9521484375,0.8251953125,46.6,71.7
Property assessor,Human resources manager,0.8064775533232218,0.96826171875,0.8076171875,34.2,76.5
Industrial production manager,Insurance sales agent,0.8063328424153167,0.9267578125,0.8525390625,19.1,54.9
Sales manager,Payroll and timekeeping clerk,0.8059994577920413,0.95703125,0.8193359375,33.1,88.2
Operation manager,Executive secretary,0.8057576623509843,0.92578125,0.85302734375,37.1,90.0
Information security analyst,Payroll and timekeeping clerk,0.8057027088416533,0.9365234375,0.84130859375,19.3,88.2
Electrical and electronic engineering technician,Medical appliance technician,0.8053766513529554,0.904296875,0.8759765625,11.6,58.9
Information security analyst,Executive secretary,0.8052813986034482,0.931640625,0.84619140625,19.3,90.0
Computer systems manager,Human resources worker,0.8052667443342931,0.92578125,0.8525390625,27.7,76.5
Property assessor,Loan officer,0.8052282768777614,0.95947265625,0.81591796875,34.2,51.6
Project management specialist,Loan interviewer,0.8050469302969687,0.96875,0.8056640625,47.3,76.9
Construction manager,Marketing manager,0.8048967240381304,0.8759765625,0.90625,10.6,62.4
Architectural and engineering manager,Social and human service assistant,0.8048289480432886,0.89794921875,0.88232421875,12.8,75.3
Software developer,Insurance sales agent,0.8048051348559119,0.9375,0.83935546875,20.2,54.9
Facilities manager,Insurance sales agent,0.8046512650297848,0.94140625,0.8349609375,23.4,54.9
Property assessor,Public relations manager,0.8045560122802775,0.96875,0.80517578125,34.2,66.4
Cost estimator,Operations research analyst,0.8042739175990445,0.9541015625,0.82080078125,17.7,55.0
Software quality tester,Financial manager,0.8041750012822486,0.947265625,0.828125,44.1,56.2
Purchasing manager,Real estate broker,0.8041603470130936,0.94140625,0.83447265625,47.7,57.0
Industrial production manager,Medical and health services manager,0.8040559353453645,0.88330078125,0.8974609375,19.1,71.8
Lawyer,Accountant,0.8038764205482162,0.90966796875,0.86865234375,39.5,57.0
Purchasing manager,Customer service representative,0.8037756724477758,0.8857421875,0.89453125,47.7,65.3
Software quality tester,Accountant,0.8037133918038672,0.958984375,0.81494140625,44.1,57.0
Financial and investment analyst,Executive secretary,0.8035009049011204,0.939453125,0.8359375,43.9,90.0
Purchasing manager,Lodging manager,0.8031601931432675,0.9013671875,0.876953125,47.7,61.6
Facilities manager,Executive secretary,0.8028817620293232,0.9208984375,0.85546875,23.4,90.0
Postsecondary teacher,Training and development specialist,0.8028011635489709,0.9541015625,0.8193359375,46.6,56.7
Software quality tester,Administrative services manager,0.8027590325251504,0.95361328125,0.81982421875,44.1,74.0
Operation manager,Loan officer,0.8027169015013298,0.953125,0.8203125,37.1,51.6
Information security analyst,Social and community service manager,0.8026546208574212,0.8955078125,0.8828125,19.3,71.7
Web developer,Public relations manager,0.8025611998915584,0.93994140625,0.83447265625,19.4,66.4
Operation manager,Receptionist,0.8025044145985829,0.93359375,0.84130859375,37.1,89.1
First-line supervisor of retail sales workers,Human resources worker,0.8024311432528082,0.904296875,0.873046875,44.6,76.5
Purchasing manager,Operations research analyst,0.8021966749463287,0.94140625,0.83251953125,47.7,55.0
Purchasing manager,Social and human service assistant,0.8021380578697089,0.91796875,0.85791015625,47.7,75.3
Network and computer systems administrator,Operations research analyst,0.8021124128986877,0.9404296875,0.83349609375,16.7,55.0
Occupational health and safety specialist,Marketing manager,0.8019109166978069,0.892578125,0.88525390625,17.9,62.4
Software quality tester,Human resources manager,0.8015665413726654,0.951171875,0.8212890625,44.1,76.5
Occupational health and safety specialist,Marketing specialist,0.8015042607287568,0.8935546875,0.8837890625,17.9,61.7
Information security analyst,Public relations specialist,0.8006762945215015,0.8896484375,0.88720703125,19.3,76.2
Management analyst,Billing and posting clerk,0.8006396588486141,0.9404296875,0.83203125,46.6,91.4
Architectural and engineering manager,Payroll and timekeeping clerk,0.8005956960411491,0.9228515625,0.85107421875,12.8,88.2
Sales manager,Medical and health services manager,0.8000021981403733,0.8818359375,0.89501953125,33.1,71.8
Cost estimator,Training and development specialist,0.799956403549264,0.97802734375,0.79052734375,17.7,56.7
Information security analyst,Customer service representative,0.7999325903618872,0.88671875,0.8896484375,19.3,65.3
Lawyer,Financial manager,0.7996138600077667,0.9228515625,0.85009765625,39.5,56.2
Sales manager,Compliance officer,0.7994892987199496,0.9384765625,0.8330078125,33.1,51.8
First-line supervisor of retail sales workers,Marketing specialist,0.7994160273741748,0.9091796875,0.86474609375,44.6,61.7
Financial and investment analyst,Real estate broker,0.7988152023388213,0.9306640625,0.8408203125,43.9,57.0
Computer systems manager,Financial manager,0.7987877255841558,0.93603515625,0.8349609375,27.7,56.2
Software developer,Public relations specialist,0.7987712395313564,0.9130859375,0.85986328125,20.2,76.2
Postsecondary teacher,Financial manager,0.7987455945603352,0.935546875,0.83544921875,46.6,56.2
Construction manager,Human resources manager,0.7986686596472719,0.8720703125,0.904296875,10.6,76.5
Software quality tester,Public relations manager,0.7984818177155459,0.9609375,0.8076171875,44.1,66.4
Sales manager,Lodging manager,0.7984598363118135,0.88671875,0.88818359375,33.1,61.6
Cook,Baker,0.7983645835623063,0.9140625,0.8583984375,39.8,65.5
Purchasing manager,First-line supervisor of office and administrative support workers,0.798214377303468,0.9521484375,0.81689453125,47.7,65.8
Cost estimator,Human resources manager,0.7980348625063196,0.978515625,0.7880859375,17.7,76.5
Materials engineer,Operations research analyst,0.7978736655456151,0.9140625,0.85791015625,13.5,55.0
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,0.7977216275031324,0.93505859375,0.8349609375,44.6,88.2
Industrial production manager,Payroll and timekeeping clerk,0.7974560188746986,0.943359375,0.82568359375,19.1,88.2
First-line supervisor of non-retail sales workers,Receptionist,0.7971482792224445,0.951171875,0.81689453125,35.9,89.1
Management analyst,Medical and health services manager,0.797042035771071,0.8759765625,0.8984375,46.6,71.8
Postsecondary teacher,Social and human service assistant,0.7970090636654723,0.9609375,0.80615234375,46.6,75.3
Facilities manager,Payroll and timekeeping clerk,0.796838707786546,0.94189453125,0.82666015625,23.4,88.2
Lawyer,Legal secretary,0.7962067424292383,0.9345703125,0.833984375,39.5,96.4
Cost estimator,Administrative services manager,0.7959026663442728,0.9765625,0.7880859375,17.7,74.0
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,0.795686515874237,0.9228515625,0.84619140625,44.1,88.4
Training and development manager,Real estate broker,0.7950582140842182,0.94970703125,0.81640625,48.0,57.0
Operation manager,Advertising sales agent,0.7945508100147275,0.9267578125,0.8408203125,37.1,52.7
Project management specialist,Substance abuse and behavioral disorder counselor,0.793993947786839,0.9658203125,0.7978515625,47.3,78.1
Construction manager,Human resources worker,0.7938583957971557,0.87890625,0.89208984375,10.6,76.5
Chemical technician,Miscellaneous health technician,0.7932868793001121,0.912109375,0.85546875,35.0,72.7
Purchasing manager,Medical and health services manager,0.7932282622234923,0.888671875,0.880859375,47.7,71.8
First-line supervisor of non-retail sales workers,Billing and posting clerk,0.793217271521626,0.9169921875,0.85009765625,35.9,91.4
Industrial production manager,Compliance officer,0.7929241861385268,0.9306640625,0.8349609375,19.1,51.8
Property assessor,Social and community service manager,0.7928692326291957,0.94140625,0.8232421875,34.2,71.7
Mechanical engineer,Biological scientist,0.7928380923072413,0.91259765625,0.8544921875,10.1,55.0
Management analyst,Tax preparer,0.7927996248507096,0.9462890625,0.81787109375,46.6,66.3
Computer hardware engineer,Operations research analyst,0.7927556620432448,0.9287109375,0.8369140625,5.9,55.0
Web developer,Customer service representative,0.7926017922171177,0.9326171875,0.83251953125,19.4,65.3
Electrical and electronic engineering technician,Training and development specialist,0.7925944650825402,0.8642578125,0.90673828125,11.6,56.7
Training and development manager,Loan officer,0.7924918851984555,0.9541015625,0.80908203125,48.0,51.6
Web and digital interface designer,Customer service representative,0.7924589130928568,0.908203125,0.85888671875,42.7,65.3
Database administrator,Public relations manager,0.7923636603433495,0.935546875,0.8291015625,30.8,66.4
